2015-05-01	losing_clicks
2015-05-01	losing_clicks
2015-05-01	losing_clicks
2015-05-01	losing_clicks
2015-05-01	losing_clicks
2015-05-01	losing_clicks
2015-05-01	losing_clicks
2015-05-01	gaining
2015-05-02	losing_clicks
2015-05-02	losing_clicks
2015-05-02	losing_clicks
2015-05-02	losing_clicks
2015-05-02	losing_clicks
2015-05-02	losing_clicks
2015-05-02	gaining
2015-05-02	gaining
2015-05-03	losing_clicks
2015-05-03	losing_clicks
2015-05-03	losing_clicks
2015-05-03	losing_clicks
2015-05-03	losing_clicks
2015-05-03	gaining
2015-05-03	gaining
2015-05-03	gaining
2015-05-04	losing_clicks
2015-05-04	losing_clicks
2015-05-04	losing_clicks
2015-05-04	losing_clicks
2015-05-04	gaining
2015-05-04	gaining
2015-05-04	gaining
2015-05-04	gaining
2015-05-05	losing_clicks
2015-05-05	losing_clicks
2015-05-05	losing_clicks
2015-05-05	gaining
2015-05-05	gaining
2015-05-05	gaining
2015-05-05	gaining
2015-05-05	gaining
2015-05-06	losing_clicks
2015-05-06	losing_clicks
2015-05-06	gaining
2015-05-06	gaining
2015-05-06	gaining
2015-05-06	gaining
2015-05-06	gaining
2015-05-06	gaining
2015-05-07	losing_clicks
2015-05-07	gaining
2015-05-07	gaining
2015-05-07	gaining
2015-05-07	gaining
2015-05-07	gaining
2015-05-07	gaining
2015-05-07	gaining
2015-05-08	gaining
2015-05-08	gaining
2015-05-08	gaining
2015-05-08	gaining
2015-05-08	gaining
2015-05-08	gaining
2015-05-08	gaining
2015-05-08	gaining
